id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
14846086,Two room apartment in Frederiksberg,54467755,Aske,,Frederiksberg,55.689106028164886,12.533541209586318,Entire home/apt,649,2,2,2017-02-03,0.22,1,73
7571599,Charming apartment on Frederiksberg,8786170,Tirza,,Frederiksberg,55.68006329809456,12.529303480976964,Entire home/apt,1099,2,3,2017-02-25,0.29,1,308
6588574,"Cozy mini apartment, close to metro",34193107,Karen-Maria,,Frederiksberg,55.682809337675,12.536603565941551,Entire home/apt,477,1,2,2015-06-12,0.08,1,0
2722006,Large exclusive flat in central Frederiksberg,963765,Charlotte,,Frederiksberg,55.67819003634917,12.54595541942428,Entire home/apt,3000,2,34,2017-05-28,0.93,1,104
6457587,Light apartment with balcony,33723816,Alexandra,,Frederiksberg,55.676535782722695,12.529171555072208,Entire home/apt,603,3,8,2016-03-27,0.34,1,0
7506184,"",31221864,Christian,,Frederiksberg,55.68430529083753,12.535875358582015,Entire home/apt,748,1,1,2015-08-13,0.04,1,0
13637347,Charming appartment in aria called ‘little Paris’,2247567,Vildana,,Frederiksberg,55.672636539557566,12.54166279243068,Entire home/apt,848,1,5,2016-10-02,0.54,1,0
14518619,Cosy apartment with a great location,89699748,Sabrina,,Frederiksberg,55.68121604877357,12.516164689523432,Entire home/apt,1199,2,1,2016-09-07,0.11,2,89
1411523,Outstandingly located bright aptm.,7609977,Casper,,Frederiksberg,55.679920015420706,12.526768699589617,Entire home/apt,629,2,49,2017-06-11,1.04,1,4
17009135,Luxurious apartment in the center of Copenhagen,8878085,Sarah & Michael,,Frederiksberg,55.68103981493256,12.549641491947348,Entire home/apt,2497,6,4,2017-05-28,1.33,1,150
13470214,Perfect location in Copenhagen,30185931,Sabine,,Frederiksberg,55.67477870537171,12.547885840808418,Entire home/apt,748,1,8,2017-05-16,0.73,1,4
7572088,2-room apart. 10 min. from CPH City,8872528,Rikke,,Frederiksberg,55.688715864606,12.527891352190258,Entire home/apt,576,1,16,2017-04-27,0.74,1,39
8620686,App. in beautiful part of cph.,7200447,Maria,,Frederiksberg,55.68409242296082,12.533533918173775,Entire home/apt,695,4,8,2016-10-16,0.42,1,0
15174389,Cosy apartment in the centre of Frederiksberg,7650412,Maria,,Frederiksberg,55.68580518467276,12.53215748052191,Entire home/apt,603,2,0,,,1,0
2132772,Attractive area in Copenhagen,10882310,Morten,,Frederiksberg,55.67685489840444,12.535633976673264,Entire home/apt,848,4,3,2015-07-09,0.08,1,0
16419641,Bright cozy room in a modern building,107620954,Didde,,Frederiksberg,55.69189584125376,12.533140308477334,Private room,212,2,37,2017-06-09,6.20,1,27
19041123,Amazing two-rooms in central Copenhagen,14640602,Sophie,,Frederiksberg,55.67770419648816,12.540316196782129,Private room,397,1,1,2017-06-03,1,1,40
7048127,Bright and Cozy central apartment,13037720,Kristian,,Frederiksberg,55.68666688995047,12.53675768537562,Entire home/apt,702,4,7,2017-04-17,0.30,1,147
17664988,Charming flat with balcony,120235393,Leyla,,Frederiksberg,55.6793257528413,12.541006743290419,Entire home/apt,947,6,0,,,1,88
10980319,Penthouse med udsigt til søerne,47790198,Carolina,,Frederiksberg,55.680364364891446,12.556453808004855,Entire home/apt,1603,1,6,2016-10-30,0.44,1,0
13274092,Super charming app. in central Copenhagen,74800202,Bianca Ridderberg,,Frederiksberg,55.680501684642195,12.548199744390882,Entire home/apt,848,3,4,2016-08-21,0.32,1,0
15895543,"Huge classic Scandinavian luxury flat, downtown",2422471,Victor,,Frederiksberg,55.68244085407244,12.550533572661351,Entire home/apt,2497,2,9,2017-05-28,1.34,1,65
11308060,"2-bedroom, 55 sqm - near the metro.",49880889,Christian,,Frederiksberg,55.68416794229031,12.525360330198893,Entire home/apt,397,2,4,2016-11-14,0.27,1,0
14445746,Bright and cosy home in best area of Copenhagen,88952804,Sara Maria,,Frederiksberg,55.685386423512625,12.538044177082995,Entire home/apt,901,3,5,2017-05-02,0.51,1,364
953531,3rooms with balcony at Vesterbro,5156388,Julie Nørrelund,,Frederiksberg,55.67276570351377,12.542768277184882,Entire home/apt,748,2,18,2017-05-28,0.37,1,275
363722,Room in the Heart of Copenhagen,1756143,J.,,Frederiksberg,55.684242619005516,12.554679330937438,Private room,477,2,78,2017-05-30,1.27,2,311
16747758,A Perfect Room nearby the center of Copenhagen,46224483,Ann Hølund,,Frederiksberg,55.673893105360165,12.540144394822178,Private room,397,2,5,2017-06-11,1.36,1,1
3435736,A lovely apartment - Central!,7778872,Natasja,,Frederiksberg,55.6836962420862,12.534538059172482,Entire home/apt,649,3,36,2017-05-16,1.01,1,0
8224689,Cozy Apartment Copenhagen Center,5537725,My,,Frederiksberg,55.68164668130161,12.55624245267132,Entire home/apt,649,2,1,2015-12-08,0.05,2,165
17337761,Bright apartment in Frederiksberg (81 m2),45877706,Line,,Frederiksberg,55.69538454789829,12.534780298968201,Entire home/apt,1000,2,4,2017-06-11,3.75,1,7
13077966,Lys lejlighed midt på Frederiksberg,36609091,Mathilde,,Frederiksberg,55.68078697398583,12.528324010473991,Entire home/apt,1000,2,7,2017-03-18,0.61,1,253
1543648,Cosy 3-bedroom apartment,8109462,Mette,,Frederiksberg,55.68508402028712,12.537860248289505,Entire home/apt,603,1,3,2016-03-29,0.20,1,0
13667814,Rummelig familievenlig lejlighed på Frederiksberg,19945971,Søren,,Frederiksberg,55.694859020542744,12.53256051144983,Entire home/apt,1000,2,7,2017-06-05,0.78,1,3
3313207,"Large apartment, child-friendly",16731501,Anna,,Frederiksberg,55.691265253919944,12.5264136532375,Entire home/apt,1497,7,1,2015-08-02,0.04,1,0
10587769,Cosy Copenhagen flat,34126122,Anne,,Frederiksberg,55.69171840741047,12.532617859162436,Entire home/apt,801,1,0,,,1,0
13340316,Cosy and spacious 1 bedroom apartment,65178484,Stine,,Frederiksberg,55.667796686179074,12.522140752675337,Entire home/apt,497,4,0,,,1,0
3444401,NEW modern + babyfriendly apartment,16913298,Line,,Frederiksberg,55.68693721869568,12.534348894426275,Entire home/apt,848,4,2,2016-06-14,0.16,1,0
3509978,Sunny 2 rooms apartment ,17672492,Ahmed,,Frederiksberg,55.67880182090864,12.503330051838542,Entire home/apt,570,3,61,2017-04-23,2.23,1,24
6786839,"Central, cosy and quiet flat",14893013,Maria,,Frederiksberg,55.68568567913626,12.536041154503488,Entire home/apt,702,5,12,2017-03-19,0.55,1,25
19107678,Family apartment with balcony by the lakes,3219659,Sonia,,Frederiksberg,55.67783314746943,12.55600712788769,Entire home/apt,1252,5,0,,,1,18
13537151,Spacious apartment in lovely Frederiksberg,1198861,Kirstine,,Frederiksberg,55.68481103981958,12.525888333353237,Entire home/apt,801,3,6,2017-05-02,0.51,1,331
7049127,Central cosy and charming apartment,23460215,Dorte,,Frederiksberg,55.67668746887506,12.548805745109538,Entire home/apt,775,4,0,,,1,0
2592700,"4BR Townhouse, sunny balcony&garden",13273413,Jette & Allan,,Frederiksberg,55.6771193728005,12.547048828103502,Entire home/apt,1901,3,11,2016-10-21,0.31,1,35
4362193,Scandinavian design apartment,16892199,Pernille,,Frederiksberg,55.693063133320734,12.525261418946167,Entire home/apt,1199,1,0,,,1,0
6393823,Classy & bright 2x balcony 2x bike!,33338506,Artur,,Frederiksberg,55.697141603529126,12.537907865026153,Entire home/apt,702,3,9,2016-08-22,0.39,1,0
13930494,"Very nice apartment, in the charming Frederiksberg",30866083,Jan,,Frederiksberg,55.68762414367812,12.529566078904702,Entire home/apt,649,1,0,,,1,0
10653706,"Newly renovateted, cosy apartment on Frederiksberg",55018223,Monica Schantz,,Frederiksberg,55.68661861978605,12.529331581379365,Entire home/apt,550,1,5,2017-05-27,0.74,1,96
10391575,Best spot in the city,23734772,Chris,,Frederiksberg,55.676952278741375,12.549733181284417,Entire home/apt,801,1,8,2016-06-19,0.57,4,0
13799505,"Great Frb location, 10 mins to city",81138980,Sofie,,Frederiksberg,55.67915087257188,12.517209483160396,Private room,344,3,9,2017-06-04,0.78,2,47
13537402,Charming apartment in Frederiksberg,22032689,Pernille,,Frederiksberg,55.68305440141913,12.53214702004183,Entire home/apt,550,1,7,2017-04-16,0.67,1,10
4427900,"colorfull, light and spacious",22986357,Helle,,Frederiksberg,55.68387884388796,12.551578235992785,Entire home/apt,987,3,9,2017-06-05,0.38,1,328
5393599,214 m2 stor og central lejlighed,27957973,Katrine,,Frederiksberg,55.6849174774971,12.55227838795893,Entire home/apt,2702,3,18,2017-04-16,0.77,1,25
6918437,Cozy apartment at Frederiksberg,36260958,Camilla,,Frederiksberg,55.67171660901546,12.505254323125994,Entire home/apt,801,1,12,2017-02-06,0.50,1,115
2265398,"Cozy, bright, best view & freeWIFI.",2900119,Lea,,Frederiksberg,55.693755538529,12.531603016046846,Entire home/apt,702,3,7,2016-10-01,0.67,1,287
9670982,Cozy and perfectly located flat,49974863,Nina Illum,,Frederiksberg,55.682083395611166,12.521617357014202,Entire home/apt,589,20,3,2016-03-17,0.17,1,0
9170318,Full apartment near city center!,35471907,Andreas,,Frederiksberg,55.67585035472163,12.550823454172473,Entire home/apt,748,3,9,2016-10-24,0.46,1,12
19108208,Cosy and light studioapartment - central location,132080101,Christina,,Frederiksberg,55.688346363054514,12.531051559784155,Private room,298,6,0,,,1,10
15503811,Private Room in Charming and Spacious Penthouse,6983451,Mimi And Morten,,Frederiksberg,55.674353768387526,12.549754591308368,Private room,748,2,10,2017-06-03,1.60,2,141
2462159,Superb big family apartment!,6101282,Jon,,Frederiksberg,55.684329338017065,12.554226685052043,Entire home/apt,967,14,3,2016-09-14,0.09,2,0
17338629,"Spacious, cosy and light apartment close to it all",11284335,Sara,,Frederiksberg,55.6739241608029,12.540223173463213,Entire home/apt,1497,2,0,,,1,21
11899357,NY-style * Child-friendly * 3 room,46638798,Tilde,,Frederiksberg,55.68809051349672,12.526195668082531,Entire home/apt,570,5,3,2016-05-26,0.22,1,0
9474561,Close to metro and city center,14448079,Andreas,,Frederiksberg,55.6789758279977,12.55252036753003,Entire home/apt,695,3,2,2016-03-05,0.12,1,0
2527783,"Spacious, comfy and CENTRAL 1 BR!",12944423,Hanin,,Frederiksberg,55.68275057763209,12.528592402384335,Entire home/apt,841,3,3,2015-09-27,0.09,1,346
2658852,Hyggelig lejlighed med helt nyt bad,11028223,Malene,,Frederiksberg,55.6829222532053,12.548374174457363,Entire home/apt,649,3,29,2017-06-04,0.79,1,310
12227150,"CENTRAL, BRIGHT DESIGN APARTMENT",1499757,Frederikke,,Frederiksberg,55.679923680774095,12.538303191334597,Entire home/apt,755,2,13,2017-06-12,1.02,1,79
1282681,Roomy flat in nice neighborhood,6978279,Rikke,,Frederiksberg,55.69574728992841,12.529813335812532,Entire home/apt,702,5,8,2017-05-16,0.22,1,288
3707560,"195m2, balcony, perfect location",8985804,Anne,,Frederiksberg,55.67961309616993,12.55396975804586,Entire home/apt,1093,5,4,2016-10-21,0.12,1,145
12489455,Cozy apartment with big balcony,41983033,Hans,,Frederiksberg,55.67962312072398,12.547144169947192,Entire home/apt,682,3,17,2017-05-22,1.25,1,275
19108606,Great view and location - Own balcony + WIFI,35577616,Jacob,,Frederiksberg,55.672371655744136,12.539149991922574,Entire home/apt,788,6,0,,,1,28
3773207,"",19340715,Hanne Birgitte,,Frederiksberg,55.67723734706094,12.51980343261559,Private room,477,1,1,2014-08-18,0.03,1,0
2462501,3 room appartment close to the city and CBS,12593552,Søren,,Frederiksberg,55.684771399252924,12.530192100827897,Entire home/apt,497,2,7,2017-05-27,1.20,1,118
13364708,Central and well equipped apartment,75854394,Christian,,Frederiksberg,55.688097004970246,12.535960492139974,Entire home/apt,497,5,1,2016-08-03,0.09,1,0
6263650,THE BEST APARTMENT IN COPENHAGEN,6264424,Dennis,,Frederiksberg,55.68521923323995,12.539590236453984,Entire home/apt,649,2,47,2017-05-28,1.89,1,7
1020790,Sunny 2 rooms apartment,1919994,Frederik,,Frederiksberg,55.6856253223956,12.527821802188141,Entire home/apt,748,5,5,2016-08-30,0.21,1,25
14455688,Cpzh apartment in nice area,131185,Julie,,Frederiksberg,55.67956981927771,12.53429792420973,Entire home/apt,391,3,0,,,1,346
17974082,Cozy appartment for two.,122359724,Viggo,,Frederiksberg,55.675334802352914,12.505830479529005,Entire home/apt,450,2,6,2017-06-10,2.86,1,226
19239843,Charming and family friendly house with a garden,20000082,Johannes,,Frederiksberg,55.69207781876562,12.53040345612702,Entire home/apt,2351,5,0,,,2,36
13670565,Big new bright apartment w/great location,19630855,Kenneth,,Frederiksberg,55.68320181665226,12.499769488442924,Entire home/apt,1000,3,0,,,1,0
627816,Cosy penthouse with large terrace ,3117360,Anni & Dan,,Frederiksberg,55.68379372241156,12.526598005601217,Entire home/apt,497,2,1,2012-08-31,0.02,1,0
9213166,Bright top floor apartment,3781827,Mikkel,,Frederiksberg,55.68418348946836,12.554256432370941,Entire home/apt,748,5,1,2016-01-05,0.06,1,0
11638012,Charming Spacious close to Center!,56816075,Camilla,,Frederiksberg,55.67521232852125,12.550535404565762,Entire home/apt,1000,3,3,2017-01-02,0.21,1,0
18553049,Bright and modern apartment,78054465,Anne Katrine,,Frederiksberg,55.677644736167295,12.49587230125109,Entire home/apt,649,2,1,2017-05-29,1,1,351
9344318,"Spacious, quiet, safe and central",18010935,Brian,,Frederiksberg,55.68231295094275,12.530065593896637,Entire home/apt,702,2,3,2016-11-13,0.16,1,0
13931918,Nice and quite area near Metro/City,82795664,Anna Birk,,Frederiksberg,55.683723504137866,12.523999464422493,Entire home/apt,603,2,4,2016-08-27,0.39,1,0
16356764,"Cosy, fully equipped, central location. 3 bedrooms",4377627,Mads,,Frederiksberg,55.683578714966245,12.549280600412725,Entire home/apt,775,5,4,2017-06-08,1.13,1,50
9016762,Cozy 65 m2 apartment close to metro - up to 4 pax.,25251886,Marie,,Frederiksberg,55.68840187731882,12.527415394093959,Entire home/apt,649,3,3,2017-03-22,0.95,1,0
4887995,27kvm/290sqft flat in Frederiksberg,25148352,Henriette,,Frederiksberg,55.68774373986097,12.538466285593284,Entire home/apt,397,1,38,2016-09-25,1.29,2,0
4036104,Room for rent near Copenhagen,20926202,Nadia,,Frederiksberg,55.67173988054753,12.49832478872055,Private room,298,1,2,2015-06-29,0.06,1,0
4560449,"Cosy, bright apartment with balcony near the metro",14361280,Camilla,,Frederiksberg,55.67996215016507,12.520254838402215,Entire home/apt,848,2,22,2017-06-06,0.85,1,289
11966061,cozy appartment - central location,7132516,Jolien,,Frederiksberg,55.68417984685357,12.53997457139333,Entire home/apt,801,2,1,2016-06-07,0.08,1,90
8231187,3 vær. lejl. med stor altan/udestue,20729701,Marianne,,Frederiksberg,55.69632721667058,12.53050051884269,Entire home/apt,848,3,8,2016-08-07,0.40,1,0
1152624,The best neighborhood in Copenhagen,6316975,Simon,,Frederiksberg,55.67832616365909,12.536724787139232,Entire home/apt,1398,3,13,2016-09-08,0.27,1,117
3839629,"NEWLY RENOVATED APT, FRB CENTRAL",7725980,Maria,,Frederiksberg,55.67556135158974,12.548974943812535,Entire home/apt,848,3,9,2017-04-17,0.27,1,165
10327721,Great & central 3 room apartment,41832584,Anders,,Frederiksberg,55.677265043617226,12.553244817445364,Entire home/apt,649,4,12,2016-07-15,0.72,1,0
13932257,Cozy apartment in charming Nørrebro,48579522,Mik,,Frederiksberg,55.68484176805165,12.553306467334263,Entire home/apt,1252,3,0,,,1,0
12687081,Funky scandinavian designer apt.,280339,Mikkel,,Frederiksberg,55.68765740607069,12.540202714281984,Entire home/apt,563,2,43,2017-06-11,3.19,1,14
7575312,Charming home in Frederiksberg,39717324,Theis,,Frederiksberg,55.67921508902835,12.521488225642145,Entire home/apt,828,2,6,2016-09-11,0.49,1,16
13276961,Attractive and peaceful apartment best area i CPH,9189479,Camilla,,Frederiksberg,55.67188129734806,12.533640153029197,Entire home/apt,748,2,6,2017-04-14,0.49,1,2
16029476,"Spacious, bright, centrally located - with balcony",74092978,Steffen,,Frederiksberg,55.68630215467142,12.539457824176399,Entire home/apt,2000,1,2,2017-06-04,2,1,10
6395819,"Beautiful, big and quiet, super central.",33348625,Annegrete,,Frederiksberg,55.6815472317543,12.548251073046456,Entire home/apt,1212,4,9,2017-02-09,0.40,1,101
2529234,Perfect location in upscale part of central CPH,12951804,Lasse,,Frederiksberg,55.67767653894078,12.555280677194885,Entire home/apt,828,2,6,2017-05-29,0.16,1,187
7641068,"Nice, quiet, 10 min to CPH centrum",39452454,Catrine,,Frederiksberg,55.68458465437565,12.536890988131978,Entire home/apt,848,2,6,2017-04-17,0.34,1,0
13277202,Family friendly apartment – great location,74833637,Rebecca,,Frederiksberg,55.680344150337014,12.536310874249484,Entire home/apt,901,5,2,2016-07-26,0.18,1,0
9213985,Cozy apartment next to metro,2671753,Jeppe,,Frederiksberg,55.682339584200726,12.532800035784899,Entire home/apt,596,3,7,2017-04-17,0.40,1,44
18454589,Nice central apartment for 2,125339330,Rasmus,,Frederiksberg,55.68585393198997,12.54019975880269,Entire home/apt,755,1,2,2017-05-26,1.76,1,311
15374416,Nyistandsat lejlighed,10395249,Patrick,,Frederiksberg,55.69066228420763,12.534412639193384,Entire home/apt,603,4,4,2017-04-16,0.56,1,266
4560995,"Bright and cozy, in a calm area",23645160,Josefine,,Frederiksberg,55.67916444191903,12.508834042185997,Entire home/apt,450,2,16,2017-01-31,0.83,1,6
13736039,Copenhagen 1km from the Zoo,80392939,John,,Frederiksberg,55.669950925449385,12.502453377146965,Entire home/apt,311,2,3,2016-11-14,0.26,1,11
4430045,"",17109740,Anne,,Frederiksberg,55.683437748079946,12.535676659791154,Entire home/apt,702,4,14,2017-03-05,0.51,1,310
7837927,Old charming apartment,25226756,Trine Marie,,Frederiksberg,55.67474177952127,12.518922787747467,Entire home/apt,450,1,1,2015-08-14,0.04,1,0
10328368,Cosy couch rigth next to Forum,5797936,Maja,,Frederiksberg,55.683708423678254,12.55384921367421,Shared room,351,1,1,2016-02-20,0.06,1,165
14260556,Apartment with 2 balconies at Frederiksberg C,86866597,Jonas,,Frederiksberg,55.67118183169409,12.540353250130426,Entire home/apt,1199,2,10,2017-06-04,0.99,1,74
6330911,The perfect spot to live in CPH,7946507,Miriam,,Frederiksberg,55.669429352894,12.534596159059417,Entire home/apt,947,2,8,2017-05-29,0.34,1,322
7728902,Nice apartment in calm central area,4685440,Thorsten,,Frederiksberg,55.690931178675385,12.534034400594836,Entire home/apt,603,1,4,2016-03-17,0.18,1,349
13212249,Klassisk skandinavisk lejlighed,22962769,Julie Olivia,,Frederiksberg,55.685417936492236,12.530630557874572,Entire home/apt,477,2,5,2016-08-05,0.44,1,0
18236520,"Cosy, quiet apartment near all parts of Copenhagen",5190543,Eric,,Frederiksberg,55.68144936169368,12.538236511583968,Entire home/apt,1000,3,5,2017-06-11,3.75,1,65
15440546,Bright Scandinavian Studio With Stunning View!,31348052,Bee,,Frederiksberg,55.679789997237606,12.531947099600234,Entire home/apt,649,2,9,2017-02-11,1.35,1,0
13146844,"Apartment in central Frederiksberg, close to Metro",38167806,Malene,,Frederiksberg,55.68330771623683,12.53218714028405,Entire home/apt,702,2,1,2016-08-16,0.10,1,0
